recno,T17ID,oldID,RAJ2000,DEJ2000,Prob,Rgc,PA,umag,gmag,rmag,imag,zmag,e_umag,s_umag,e_gmag,s_gmag,e_rmag,s_rmag,e_imag,s_imag,e_zmag,s_zmag
1282,T17-1282," ",201.22604166666665,-45.228358333333325,1.0,132.82,185.11,23.42,22.43,21.38,21.0,20.75,0.04,0.13,0.07,0.15,0.03,0.12,0.03,0.08,0.03,0.1
1208,T17-1208," ",201.1705833333333,-45.21214444444444,1.0,132.1,187.18,23.01,21.54,20.88,20.33,20.33,0.03,0.11,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
1245,T17-1245," ",201.20137499999998,-45.2026111111111,1.0,131.38,186.07,24.35,22.32,21.51,21.12,20.98,0.11,0.19,0.06,0.14,0.03,0.12,0.03,0.1,0.04,0.11
1906,T17-1906," ",201.51454166666664,-45.087869444444436,1.0,124.45,174.16,23.43,21.4,20.43,19.79,19.62,0.04,0.13,0.02,0.07,0.01,0.09,0.01,0.04,0.01,0.05
1701,T17-1701," ",201.42404166666662,-45.06040555555555,1.0,122.53,177.66,23.13,21.18,20.22,19.59,19.43,0.03,0.12,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.04
1654,T17-1654," ",201.40062499999996,-45.039761111111105,1.0,121.26,178.57,23.83,22.05,21.5,21.06,20.89,0.06,0.16,0.04,0.13,0.03,0.12,0.03,0.1,0.04,0.1
1696,T17-1696," ",201.42229166666664,-45.01956666666666,1.0,120.08,177.68,22.89,21.59,20.93,20.49,20.47,0.03,0.1,0.03,0.08,0.02,0.1,0.02,0.06,0.03,0.08
1870,T17-1870," ",201.49829166666663,-44.94392499999999,1.0,115.77,174.41,23.94,22.01,21.06,20.54,20.45,0.07,0.17,0.04,0.13,0.02,0.11,0.02,0.06,0.03,0.08
1173,T17-1173," ",201.1319583333333,-45.09341666666666,0.25,125.24,189.04,21.44,19.96,19.36,19.01,19.04,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
1303,T17-1303," ",201.2343333333333,-45.06410277777777,1.0,122.95,185.17,22.71,20.91,20.14,19.68,19.53,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.04
1542,T17-1542," ",201.34549999999996,-44.885438888888885,1.0,111.99,180.85,22.61,21.08,20.27,19.82,19.79,0.02,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
1731,T17-1731," ",201.43991666666665,-44.87199722222221,1.0,111.26,176.74,22.18,20.35,19.57,19.13,19.08,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
1927,T17-1927," ",201.5270833333333,-44.87380833333333,1.0,111.71,172.97,22.56,21.07,20.6,20.07,20.09,0.02,0.1,0.02,0.06,0.02,0.09,0.01,0.05,0.02,0.06
2045,T17-2045," ",201.62895833333332,-44.75258333333333,0.5,105.21,167.9,20.86,19.33,18.71,18.32,18.35,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
1936,T17-1936," ",201.5297083333333,-44.797369444444435,1.0,107.15,172.57,21.73,20.07,19.2,18.68,18.58,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
1537,T17-1537," ",201.34287499999996,-44.87325277777777,1.0,111.26,180.97,22.41,20.53,19.67,19.1,19.02,0.02,0.09,0.01,0.05,0.01,0.08,0.01,0.03,0.01,0.03
1847,T17-1847," ",201.48591666666664,-44.66353888888888,1.0,98.93,174.1,20.96,19.66,19.01,18.62,18.61,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.03
2197,T17-2197," ",201.87166666666664,-44.780113888888884,1.0,109.95,157.94,23.22,21.63,20.91,20.44,20.35,0.04,0.12,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.08
2245,T17-2245," ",201.93754166666665,-44.604811111111104,1.0,101.15,153.11,23.33,21.96,21.36,20.95,20.76,0.04,0.13,0.04,0.11,0.03,0.12,0.03,0.08,0.03,0.1
2327,T17-2327," ",202.0924583333333,-44.70645277777777,1.0,110.25,148.76,23.38,21.49,20.6,20.01,19.82,0.05,0.13,0.03,0.08,0.02,0.09,0.01,0.05,0.02,0.05
2346,T17-2346," ",202.13087499999997,-44.61068333333333,1.0,105.97,145.95,22.81,21.48,20.69,20.13,20.07,0.02,0.1,0.03,0.08,0.02,0.1,0.01,0.05,0.02,0.06
2418,T17-2418," ",202.27591666666663,-44.532419444444436,1.0,105.98,139.82,21.93,20.18,19.65,19.28,19.19,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.04
2303,T17-2303," ",202.0523333333333,-44.60435277777777,1.0,103.67,148.66,22.52,21.05,20.3,19.84,19.79,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2343,T17-2343," ",202.1267083333333,-44.583722222222214,1.0,104.41,145.65,23.86,22.02,21.03,20.52,20.37,0.07,0.16,0.04,0.13,0.02,0.1,0.02,0.06,0.02,0.08
2365,T17-2365," ",202.1595833333333,-44.555608333333325,1.0,103.79,144.03,23.21,21.77,20.85,20.34,20.08,0.04,0.12,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.06
2387,T17-2387," ",202.19287499999996,-44.50195555555555,1.0,101.9,141.95,23.46,21.43,20.55,19.97,19.78,0.05,0.13,0.03,0.08,0.02,0.09,0.01,0.04,0.02,0.05
2377,T17-2377," ",202.1790833333333,-44.496508333333324,0.5,101.21,142.32,22.56,21.29,20.66,20.22,20.23,0.03,0.1,0.02,0.07,0.02,0.1,0.02,0.06,0.02,0.07
2089,T17-2089," ",201.68779166666664,-44.75402222222222,1.0,105.88,165.32,22.38,21.23,20.61,20.2,20.03,0.02,0.09,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2066,T17-2066," ",201.66366666666664,-44.70602777777777,1.0,102.79,166.01,22.1,20.18,19.37,18.84,18.76,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2041,T17-2041," ",201.62749999999997,-44.71844166666666,1.0,103.17,167.74,23.12,21.53,20.64,20.05,19.94,0.04,0.11,0.03,0.08,0.02,0.09,0.01,0.05,0.02,0.05
2211,T17-2211," ",201.88462499999997,-44.59801944444444,1.0,99.73,155.2,21.93,20.31,19.59,19.21,19.24,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.04
2240,T17-2240," ",201.92137499999998,-44.57849999999999,1.0,99.34,153.4,23.76,21.72,20.75,20.11,19.94,0.06,0.16,0.03,0.09,0.02,0.1,0.01,0.05,0.02,0.05
2097,T17-2097," ",201.70079166666665,-44.607319444444435,1.0,97.4,163.46,23.45,21.31,20.53,19.99,19.94,0.04,0.13,0.02,0.07,0.02,0.09,0.01,0.04,0.02,0.05
2046,T17-2046," ",201.62966666666665,-44.612897222222216,1.0,96.94,166.87,21.98,20.7,20.11,19.72,19.65,0.01,0.09,0.01,0.05,0.01,0.09,0.01,0.04,0.01,0.05
2268,T17-2268," ",201.9707083333333,-44.464794444444436,1.0,94.05,149.59,22.59,21.24,20.45,19.93,19.83,0.02,0.1,0.02,0.07,0.02,0.09,0.01,0.04,0.02,0.05
2285,T17-2285," ",202.00912499999998,-44.43600833333333,1.0,93.38,147.52,21.95,20.07,19.31,18.86,18.81,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2292,T17-2292," ",202.0313333333333,-44.39518055555555,1.0,91.73,145.88,23.65,21.6,20.82,20.34,20.15,0.06,0.14,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2232,T17-2232," ",201.90641666666664,-44.424749999999996,1.0,90.38,151.66,20.65,19.21,18.61,18.18,18.09,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2221,T17-2221," ",201.89629166666663,-44.39088333333333,1.0,88.26,151.55,23.39,22.33,21.04,20.48,20.25,0.04,0.13,0.06,0.14,0.02,0.1,0.02,0.06,0.02,0.07
2264,T17-2264," ",201.96437499999996,-44.368872222222215,1.0,88.61,148.15,22.77,21.09,20.24,19.7,19.55,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.04
2315,T17-2315," ",202.07316666666665,-44.29001944444444,1.0,87.29,142.1,22.2,20.43,19.86,19.45,19.26,0.02,0.09,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2331,T17-2331," ",202.0992083333333,-44.25174444444444,0.33,86.08,140.26,22.58,21.22,20.54,20.19,20.06,0.03,0.1,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2324,T17-2324," ",202.08804166666664,-44.24126666666666,1.0,85.2,140.45,23.59,21.85,20.97,20.34,20.17,0.06,0.14,0.04,0.11,0.02,0.1,0.02,0.06,0.02,0.07
2522,T17-2522," ",202.5153333333333,-44.965172222222215,1.0,135.64,140.12,21.35,19.85,19.25,18.9,18.92,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2557,T17-2557," ",202.5875833333333,-44.880713888888884,1.0,133.63,137.18,23.01,20.98,19.93,19.34,19.14,0.04,0.11,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.03
2596,T17-2596," ",202.6568333333333,-44.78909999999999,1.0,131.47,134.2,21.6,19.83,19.08,18.64,18.51,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.02
2602,T17-2602," ",202.66904166666663,-44.78695555555555,1.0,131.8,133.9,21.34,19.69,18.97,18.51,18.45,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2614,T17-2614," ",202.7085833333333,-44.704363888888885,1.0,129.31,131.72,23.26,21.38,20.53,20.09,20.02,0.05,0.12,0.03,0.07,0.02,0.09,0.01,0.05,0.02,0.06
2687,T17-2687," ",202.85249999999996,-44.69895277777777,1.0,134.62,128.76,21.92,20.54,19.93,19.54,19.49,0.02,0.08,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2636,T17-2636," ",202.76266666666663,-44.73402777777777,1.0,132.74,131.08,22.62,20.6,19.63,19.05,18.89,0.03,0.1,0.01,0.05,0.01,0.08,0.01,0.03,0.01,0.03
2736,T17-2736," ",202.94858333333332,-44.57157777777777,1.0,133.06,124.93,23.88,21.84,20.9,20.36,20.28,0.07,0.16,0.04,0.11,0.03,0.1,0.03,0.06,0.02,0.07
2732,T17-2732," ",202.93879166666665,-44.56647777777777,1.0,132.42,125.01,22.51,20.51,19.79,19.38,19.33,0.02,0.09,0.01,0.05,0.01,0.08,0.02,0.03,0.01,0.04
2743,T17-2743," ",202.97479166666665,-44.56320555555555,1.0,133.83,124.35,21.66,19.73,18.99,18.58,18.46,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.03
2644,T17-2644," ",202.7775833333333,-44.619247222222214,1.0,128.06,128.88,22.14,20.65,19.91,19.46,19.37,0.02,0.09,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2686,T17-2686," ",202.8494583333333,-44.603763888888885,1.0,130.28,127.24,22.79,20.89,20.21,19.79,19.68,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2649,T17-2649," ",202.78937499999998,-44.60253333333333,1.0,127.79,128.36,23.68,21.81,20.97,20.51,20.44,0.06,0.14,0.04,0.11,0.02,0.1,0.02,0.06,0.03,0.08
2626,T17-2626," ",202.7380833333333,-44.57198333333333,1.0,124.37,128.86,23.5,21.64,20.86,20.39,20.3,0.05,0.13,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2674,T17-2674," ",202.82087499999997,-44.563449999999996,1.0,127.34,127.08,23.32,21.3,20.43,20.01,19.89,0.04,0.12,0.02,0.07,0.01,0.09,0.01,0.05,0.02,0.05
2647,T17-2647," ",202.78704166666662,-44.5450611111111,1.0,125.15,127.41,22.75,21.34,20.73,20.21,20.11,0.03,0.1,0.02,0.07,0.02,0.1,0.02,0.06,0.02,0.06
2697,T17-2697," ",202.8758333333333,-44.550797222222215,1.0,129.08,125.85,23.97,21.78,21.1,20.67,20.54,0.08,0.17,0.04,0.09,0.03,0.11,0.02,0.07,0.03,0.08
2692,T17-2692," ",202.8663333333333,-44.53095,1.0,127.84,125.67,21.82,20.27,19.6,19.2,19.1,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
2726,T17-2726," ",202.9279583333333,-44.46597499999999,1.0,127.79,123.45,21.77,19.81,19.08,18.67,18.55,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2738,T17-2738," ",202.95974999999999,-44.467544444444435,1.0,129.26,122.95,23.98,22.09,21.41,21.03,20.87,0.08,0.17,0.05,0.13,0.03,0.12,0.03,0.1,0.07,0.11
2733,T17-2733," ",202.94262499999996,-44.44706944444444,1.0,127.67,122.87,23.07,21.65,20.89,20.45,20.37,0.03,0.11,0.03,0.08,0.02,0.1,0.02,0.06,0.03,0.07
2573,T17-2573," ",202.61891666666665,-44.56979722222221,1.0,119.65,131.38,23.51,21.53,20.8,20.38,20.06,0.05,0.13,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.06
2567,T17-2567," ",202.6090833333333,-44.525302777777775,1.0,117.21,130.8,23.9,22.12,20.82,20.21,19.99,0.07,0.16,0.05,0.13,0.02,0.1,0.02,0.06,0.02,0.06
2448,T17-2448," ",202.32904166666663,-44.60585555555555,1.0,111.4,139.53,23.32,21.54,20.89,20.27,20.13,0.04,0.12,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.06
2533,T17-2533," ",202.5444583333333,-44.564052777777775,1.0,116.62,133.02,21.68,20.3,19.7,19.31,19.21,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.04
2542,T17-2542," ",202.57029166666663,-44.440572222222215,1.0,111.82,130.1,22.8,21.63,20.68,20.21,20.03,0.02,0.1,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.06
2713,T17-2713," ",202.90329166666663,-44.43096666666666,1.0,125.28,123.24,23.81,22.22,21.44,21.0,20.91,0.07,0.16,0.06,0.14,0.04,0.12,0.03,0.08,0.04,0.1
2731,T17-2731," ",202.9363333333333,-44.41698333333333,1.0,126.18,122.43,20.89,19.5,18.94,18.56,18.5,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2734,T17-2734," ",202.94329166666662,-44.37693888888888,1.0,124.92,121.59,23.08,21.47,20.65,20.23,20.13,0.03,0.11,0.02,0.07,0.02,0.09,0.02,0.06,0.02,0.06
2672,T17-2672," ",202.8189583333333,-44.40818333333333,1.0,120.65,124.31,23.19,21.14,20.31,19.85,19.66,0.04,0.12,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2693,T17-2693," ",202.87254166666665,-44.36555277777777,1.0,121.27,122.56,23.67,21.76,20.91,20.39,20.17,0.06,0.14,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.06
2712,T17-2712," ",202.90304166666664,-44.35905833333333,1.0,122.39,121.92,23.29,21.82,21.0,20.55,20.47,0.04,0.12,0.04,0.11,0.02,0.1,0.02,0.06,0.03,0.08
2679,T17-2679," ",202.8288333333333,-44.361913888888886,1.0,119.18,123.26,22.61,20.98,20.2,19.75,19.64,0.02,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2690,T17-2690," ",202.8592083333333,-44.28121944444444,1.0,117.35,121.16,23.23,21.33,20.56,20.12,20.07,0.04,0.12,0.03,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2684,T17-2684," ",202.84249999999997,-44.25253055555555,1.0,115.48,120.88,22.64,20.63,19.74,19.28,19.06,0.02,0.1,0.01,0.05,0.01,0.08,0.01,0.03,0.01,0.04
2856,T17-2856," ",203.2530833333333,-44.44150277777777,1.0,141.83,118.27,20.68,19.26,18.69,18.35,18.27,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2860,T17-2860," ",203.26904166666665,-44.397213888888885,1.0,141.02,117.35,23.14,22.14,21.32,20.97,20.77,0.04,0.12,0.05,0.13,0.03,0.12,0.03,0.08,0.04,0.1
2741,T17-2741," ",202.9693333333333,-44.409613888888885,1.0,127.38,121.76,21.39,19.95,19.34,18.98,18.88,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2847,T17-2847," ",203.2330833333333,-44.218108333333326,1.0,133.18,114.7,22.99,21.24,20.48,20.12,19.91,0.03,0.11,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2932,T17-2932," ",203.48474999999996,-44.26152222222222,1.0,147.42,112.77,22.38,20.7,20.15,19.78,19.68,0.02,0.09,0.01,0.05,0.01,0.09,0.01,0.04,0.02,0.05
2859,T17-2859," ",203.25937499999998,-44.23307222222222,1.0,134.99,114.66,22.74,20.93,20.05,19.56,19.36,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.04
2897,T17-2897," ",203.37262499999997,-44.11261944444444,1.0,137.16,111.36,23.55,22.54,21.58,21.37,21.04,0.05,0.14,0.07,0.15,0.04,0.12,0.05,0.11,0.05,0.11
2753,T17-2753," ",203.00374999999997,-44.36922777777777,1.0,127.39,120.5,20.81,19.31,18.7,18.32,18.24,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2818,T17-2818," ",203.12354166666663,-44.26485555555555,1.0,129.3,116.9,21.97,20.48,19.9,19.58,19.35,0.01,0.09,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2813,T17-2813," ",203.1150833333333,-44.25729722222221,1.0,128.63,116.87,23.44,21.41,20.59,20.18,19.98,0.05,0.14,0.02,0.08,0.02,0.09,0.02,0.05,0.02,0.06
2745,T17-2745," ",202.98954166666664,-44.21679444444444,1.0,121.09,117.85,23.27,21.4,20.54,20.18,20.0,0.04,0.13,0.02,0.08,0.02,0.09,0.02,0.05,0.02,0.06
2766,T17-2766," ",203.01654166666663,-44.209777777777774,1.0,122.16,117.33,23.76,21.85,21.24,20.83,20.59,0.06,0.16,0.04,0.11,0.03,0.12,0.03,0.08,0.03,0.09
2702,T17-2702," ",202.88241666666664,-44.21305555555555,1.0,115.85,119.42,22.97,21.56,20.89,20.51,20.31,0.03,0.11,0.03,0.08,0.04,0.1,0.02,0.06,0.05,0.08
2749,T17-2749," ",202.99816666666663,-44.12605277777777,1.0,118.37,115.94,22.59,21.46,20.53,20.11,19.76,0.02,0.1,0.03,0.08,0.02,0.09,0.02,0.05,0.02,0.05
2775,T17-2775," ",203.03366666666665,-44.09148888888888,1.0,119.01,114.78,23.66,21.51,20.6,20.1,19.88,0.06,0.16,0.03,0.08,0.02,0.1,0.02,0.05,0.02,0.06
2846,T17-2846," ",203.22954166666665,-44.110586111111104,1.0,129.63,112.8,21.3,19.62,19.01,18.7,18.48,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.03
2909,T17-2909," ",203.43016666666665,-43.961772222222216,1.0,136.2,108.19,22.99,21.18,20.42,20.03,19.89,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.05,0.02,0.06
2865,T17-2865," ",203.27904166666664,-43.97510555555555,1.0,128.37,109.77,23.64,21.86,20.96,20.34,20.17,0.05,0.16,0.04,0.11,0.02,0.1,0.02,0.06,0.02,0.07
2882,T17-2882," ",203.32441666666665,-43.94976666666666,1.0,130.15,108.88,24.11,22.3,21.4,20.91,20.64,0.09,0.19,0.05,0.14,0.03,0.12,0.03,0.08,0.04,0.09
2447,T17-2447," ",202.32729166666664,-44.55454444444444,1.0,108.72,138.67,22.01,20.21,19.38,18.76,18.62,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2438,T17-2438," ",202.3113333333333,-44.537099999999995,1.0,107.33,138.83,22.62,21.3,20.63,20.29,20.19,0.02,0.1,0.02,0.07,0.02,0.09,0.02,0.06,0.02,0.07
2510,T17-2510," ",202.4670833333333,-44.443097222222214,1.0,108.04,132.69,22.56,21.21,20.59,20.12,20.04,0.02,0.1,0.02,0.07,0.02,0.09,0.01,0.05,0.02,0.06
2546,T17-2546," ",202.5782083333333,-44.38864166666666,1.0,109.77,128.89,23.26,21.49,20.67,20.19,20.1,0.03,0.12,0.03,0.08,0.02,0.1,0.02,0.05,0.02,0.06
2478,T17-2478," ",202.39674999999997,-44.38936944444444,1.0,102.91,133.5,23.28,21.58,20.78,20.31,20.23,0.03,0.12,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2516,T17-2516," ",202.49074999999996,-44.299544444444436,1.0,102.29,129.15,22.7,21.19,20.54,20.12,20.07,0.03,0.1,0.02,0.06,0.02,0.09,0.01,0.05,0.02,0.06
2594,T17-2594," ",202.65454166666663,-44.29875555555555,1.0,109.0,125.38,22.45,21.36,20.64,20.25,20.16,0.02,0.09,0.03,0.07,0.02,0.1,0.02,0.06,0.02,0.07
2591,T17-2591," ",202.64354166666664,-44.27951944444444,1.0,107.72,125.22,22.95,21.11,20.33,19.92,19.79,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.05
2593,T17-2593," ",202.65049999999997,-44.252022222222216,1.0,106.87,124.49,24.16,22.02,21.19,20.82,20.63,0.08,0.19,0.04,0.13,0.03,0.11,0.03,0.07,0.04,0.1
2585,T17-2585," ",202.6370833333333,-44.23965555555555,1.0,105.77,124.51,21.18,19.44,18.58,18.1,18.06,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2607,T17-2607," ",202.68012499999998,-44.214549999999996,1.0,106.63,123.09,23.52,21.75,20.87,20.57,20.23,0.04,0.14,0.04,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2622,T17-2622," ",202.7240833333333,-44.261538888888886,1.0,110.48,123.21,24.01,21.79,21.08,20.77,20.52,0.06,0.19,0.04,0.11,0.03,0.11,0.02,0.07,0.03,0.09
2685,T17-2685," ",202.84416666666664,-44.191713888888884,0.25,113.25,119.62,22.19,20.48,19.92,19.58,19.49,0.02,0.09,0.01,0.05,0.01,0.09,0.01,0.04,0.01,0.05
2576,T17-2576," ",202.62166666666664,-44.20618888888888,1.0,103.72,124.1,23.48,21.63,20.88,20.54,20.38,0.04,0.14,0.03,0.09,0.02,0.1,0.02,0.06,0.03,0.08
2550,T17-2550," ",202.5809583333333,-44.185361111111106,1.0,101.09,124.52,20.73,19.19,18.51,18.16,17.96,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2657,T17-2657," ",202.79829166666664,-44.07478888888888,1.0,106.8,117.89,23.57,21.61,20.75,20.31,20.21,0.05,0.14,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2440,T17-2440," ",202.3138333333333,-44.27450833333333,1.0,94.42,133.45,21.67,20.25,19.59,19.2,19.14,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
2434,T17-2434," ",202.3034583333333,-44.217349999999996,1.0,91.32,132.46,23.34,21.65,20.82,20.44,20.3,0.05,0.13,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2451,T17-2451," ",202.33499999999998,-44.21575277777777,1.0,92.42,131.48,22.82,21.24,20.52,20.12,19.95,0.03,0.1,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2481,T17-2481," ",202.40737499999997,-44.0953611111111,1.0,89.89,126.56,20.51,19.25,18.66,18.38,18.28,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2445,T17-2445," ",202.32487499999996,-44.06614722222221,1.0,85.22,128.09,22.21,20.57,19.85,19.43,19.32,0.02,0.09,0.01,0.05,0.01,0.08,0.01,0.03,0.01,0.04
2519,T17-2519," ",202.50699999999998,-44.19212777777777,1.0,98.22,126.37,21.13,19.24,18.46,17.89,17.76,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2565,T17-2565," ",202.6083333333333,-44.098613888888885,1.0,98.79,121.95,21.93,20.04,19.37,18.98,18.85,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
2520,T17-2520," ",202.50937499999998,-44.123997222222215,1.0,95.44,124.73,19.91,18.54,18.18,17.92,17.87,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2489,T17-2489," ",202.4237083333333,-44.02461944444444,1.0,87.6,124.33,22.89,21.2,20.43,20.09,19.88,0.04,0.11,0.02,0.06,0.02,0.09,0.02,0.05,0.03,0.06
2525,T17-2525," ",202.5369583333333,-43.945049999999995,1.0,89.61,119.63,20.24,18.94,18.33,17.99,17.89,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2543,T17-2543," ",202.57224999999997,-43.93427222222222,1.0,90.89,118.63,23.41,21.7,21.14,20.77,20.61,0.05,0.14,0.03,0.09,0.03,0.11,0.03,0.07,0.04,0.09
2711,T17-2711," ",202.90124999999998,-44.0748111111111,1.0,111.84,116.28,22.8,20.96,20.18,19.79,19.65,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.05
2805,T17-2805," ",203.09137499999997,-44.04048333333333,1.0,120.35,113.04,22.99,21.55,20.74,20.38,20.18,0.04,0.11,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2719,T17-2719," ",202.9133333333333,-43.93499444444444,1.0,107.93,113.07,22.75,21.49,20.7,20.21,19.94,0.03,0.1,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.06
2793,T17-2793," ",203.06424999999996,-43.84071666666666,1.0,113.24,109.23,22.8,20.94,19.98,19.39,19.21,0.03,0.11,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.04
2861,T17-2861," ",203.26924999999997,-43.89040277777777,1.0,125.64,108.25,22.63,21.45,20.53,19.93,19.75,0.02,0.1,0.02,0.08,0.02,0.09,0.01,0.04,0.02,0.05
2832,T17-2832," ",203.19874999999996,-43.88896388888888,1.0,121.77,108.87,23.61,21.84,21.1,20.73,20.46,0.05,0.16,0.04,0.11,0.03,0.11,0.03,0.07,0.03,0.09
2866,T17-2866," ",203.27979166666663,-43.79465,1.0,123.95,106.3,23.27,21.76,20.88,20.52,20.34,0.04,0.13,0.03,0.09,0.02,0.1,0.02,0.06,0.03,0.08
2833,T17-2833," ",203.2007083333333,-43.81246666666666,1.0,119.98,107.32,23.69,21.67,20.81,20.36,20.22,0.06,0.16,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2811,T17-2811," ",203.11279166666665,-43.773036111111104,1.0,114.2,107.3,23.27,21.64,20.83,20.38,20.18,0.04,0.13,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2864,T17-2864," ",203.27670833333332,-43.7406861111111,1.0,122.6,105.25,22.71,20.7,19.8,19.22,19.01,0.02,0.1,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.03
2867,T17-2867," ",203.28474999999997,-43.73058611111111,1.0,122.84,104.99,23.49,21.91,21.06,20.5,20.39,0.05,0.14,0.04,0.11,0.02,0.11,0.02,0.06,0.03,0.08
2678,T17-2678," ",202.82833333333332,-43.913997222222214,1.0,102.91,113.78,21.47,20.12,19.51,19.16,19.03,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
2637,T17-2637," ",202.7640833333333,-43.90870277777777,1.0,99.47,114.61,22.47,20.37,19.49,18.91,18.67,0.02,0.1,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2623,T17-2623," ",202.7252083333333,-43.810133333333326,1.0,94.41,112.77,22.78,21.33,20.64,20.13,20.03,0.03,0.1,0.02,0.07,0.02,0.1,0.02,0.05,0.02,0.06
